Title,Original Language
三国演义 #1009,zh
海辺のカフカ #123,ja
한강 #904,ko
มัจจุราชเริงรำ #438,th
우리들의 행복한 시간 #240,ko
한강 #484,ko
Ang Paboritong Libro ni Hudas #990,fil
채식주의자 #701,ko
Anak Mat Lela Gila #829,ms
Luha ng Buwaya #565,fil
吾輩は猫である #388,ja
살인자의 기억법 #457,ko
ขุนช้างขุนแผน #1106,th
破戒 #1171,ja
Ayah #876,id
คำพิพากษา #543,th
How My Brother Leon Brought Home a Wife #579,fil
坊っちゃん #947,ja
Dekada '70 #646,fil
Menara #899,ms
태백산맥,ko
Little Princes #458,km
金閣寺 #992,ja
Perburuan #885,id
Sa Mga Kuko ng Liwanag #393,fil
Little Princes #1198,km
Lelaki Harimau #592,id
活着 #262,zh
Dekada '70 - Part 6,fil
The Rosales Saga #515,fil
The Lost Executioner #802,km
Ayah #516,id
엄마를 부탁해 #976,ko
Survival in the Killing Fields #1112,km
A Cambodian Prison Portrait #615,km
ศรีบูรพา - Part 9,th
三体 #341,zh
舞姫 #820,ja
人間失格 #436,ja
จดหมายจากหมาเบื่อ #621,th
Ranjau Sepanjang Jalan #1128,ms
阿Q正传,zh
坊っちゃん #347,ja
Ranjau Sepanjang Jalan #88,ms
水浒传 #928,zh
7년의 밤 #978,ko
Rice and Baguette #620,km
Little Princes #258,km
Laskar Pelangi #1194,id
Sa Mga Kuko ng Liwanag #633,fil
Anak Semua Bangsa #622,id
坊っちゃん,ja
Siti Nurbaya #125,ms
Cambodia's Curse #493,km
The Lost Executioner #342,km
Padre Faura Witness the Execution of Rizal - Part 6,fil
Children of Cambodia's Killing Fields #109,km
Footnote to Youth #518,fil
Golden Bones #259,km
围城 #643,zh
Bamboo People #1097,km
Footnote to Youth,fil
Children of Cambodia's Killing Fields #329,km
May Day Eve #1180,fil
Lagenda Budak Setan #975,ms
三体 #361,zh
Penawar Bagi Hati #98,ms
三国演义 #1189,zh
태백산맥 #488,ko
白鹿原 #385,zh
ขุนช้างขุนแผน #286,th
เสือคำราม #776,th
Salina #426,ms
ชาติหน้าขอให้พบกัน #1211,th
三国演义 #469,zh
เลือดมังกร #432,th
家 #437,zh
Hujan #1040,id
Hujan #460,id
Layar Terkembang #1067,id
ศรีบูรพา #869,th
Never Fall Down #543,km
阿Q正传 #775,zh
Anak Mat Lela Gila #1089,ms
한강: Volume 4,ko
Noli Me Tangere #1161,fil
When Broken Glass Floats #807,km
阿Q正传 #275,zh
Hikayat Hang Tuah #121,ms
ลูกอีสาน #424,th
Rice and Baguette #560,km
Layar Terkembang #367,id
Sulalat al-Salatin #183,ms
家 #117,zh
ฟ้าใหม่ #580,th
A Cambodian Prison Portrait #695,km
The Gate #746,km
The Gate #526,km
Jejak Langkah #1163,id
สี่แผ่นดิน #285,th
Pulang #1133,id
สุภาพบุรุษจุฑาเทพ #697,th
รักไม่มีสิทธิ์ #219,th
ข้าหลวง #1194,th
Negeri 5 Menara #1039,id
Anak Mat Lela Gila #1069,ms
Supernova #1018,id
서울 1964년 겨울 #655,ko
人間失格 #656,ja
斜陽 #437,ja
家 #317,zh
Little Princes #1058,km
舞姫 #700,ja
พระอภัยมณี #827,th
Ayah #1016,id
Mga Ibong Mandaragit #887,fil
The Stones Cry Out #1230,km
Mat Jenin #114,ms
1Q84 #542,ja
Golden Bones #759,km
Anak Semua Bangsa #962,id
三国演义 #1069,zh
Bamboo People #537,km
จดหมายจากหมาเบื่อ #741,th
ชาติหน้าขอให้พบกัน #371,th
仮面の告白 - Part 3,ja
三国演义 #369,zh
한강 #1244,ko
Luha ng Buwaya #525,fil
Anak Semua Bangsa #442,id
엄마를 부탁해 #716,ko
Penawar Bagi Hati #698,ms
Interlok #327,ms
Smaller and Smaller Circles #489,fil
삼대 #771,ko
Leftenan Adnan #676,ms
First They Killed My Father #741,km
Ang Paboritong Libro ni Hudas #690,fil
Noli Me Tangere #181,fil
Ilustrado #888,fil
Sa Mga Kuko ng Liwanag #573,fil
The Stones Cry Out #1150,km
Dekada '70 #246,fil
Anak Mat Lela Gila #369,ms
Sejarah Melayu #1202,ms
한강 #1104,ko
우리들의 행복한 시간 #580,ko
살인자의 기억법 #1157,ko
คนละฟากฟ้า #553,th
围城 #343,zh
A Cambodian Prison Portrait #1035,km
서울 1964년 겨울 #1035,ko
Florante at Laura #663,fil
秋 #459,zh
Mga Kuwento ni Lola Basyang #1191,fil
มัจจุราชเริงรำ #518,th
เลือดมังกร #652,th
รักไม่มีสิทธิ์ #659,th
水浒传 #268,zh
First They Killed My Father #501,km
Lelaki Harimau #832,id
광장 #533,ko
Panglima Awang #1010,ms
When Broken Glass Floats #387,km
Hikayat Hang Tuah,ms
The Lost Executioner #1182,km
무진기행 #334,ko
Mga Kuwento ni Lola Basyang #691,fil
7년의 밤 #1038,ko
삼대 #331,ko
Banaag at Sikat #1224,fil
Hikayat Hang Tuah #441,ms
Florante at Laura: Volume 3,fil
완득이 #699,ko
Ang Paboritong Libro ni Hudas #930,fil
흰 #1165,ko
Hang Jebat Menderhaka #237,ms
白鹿原 #525,zh
雪国 #489,ja
山月記 #1099,ja
Little Princes #1118,km
Noli Me Tangere #721,fil
坊っちゃん #667,ja
Gadis Jolobu #740,ms
ABNKKBSNPLAko?! #1212,fil
จดหมายจากหมาเบื่อ #1001,th
細雪 #1194,ja
活着 #322,zh
살인자의 기억법 #717,ko
Noli Me Tangere #821,fil
雪国 #989,ja
子夜 #496,zh
จดหมายจากหมาเบื่อ #401,th
秋 #159,zh
Layar Terkembang #807,id
พระอภัยมณี #807,th
흰 #825,ko
First They Killed My Father #1101,km
Bumi Manusia #141,id
Merpati Putih Terbang Lagi #1032,ms
金瓶梅 #350,zh
Hang Jebat Menderhaka #617,ms
A Cambodian Prison Portrait #255,km
Menara #639,ms
The Death of Vishnu #816,km
Hang Jebat Menderhaka #1217,ms
Cantik Itu Luka #611,id
In the Shadow of the Banyan #664,km
呐喊 #752,zh
Sang Pemimpi #135,id
Ayah #416,id
山月記 #1059,ja
水浒传 #1188,zh
ตำนานสมเด็จพระนารายณ์ #115,th
Jejak Langkah #83,id
Laskar Pelangi #854,id
Bamboo People #1217,km
Sang Pemimpi #735,id
A Cambodian Prison Portrait #335,km
작별인사 #863,ko
Ayah #536,id
Dekada '70 #326,fil
รักไม่มีสิทธิ์ - Part 9,th
活着 #1142,zh
Penawar Bagi Hati #1098,ms
ขุนช้างขุนแผน #446,th
The Gate #626,km
무진기행 #994,ko
Mga Kuwento ni Lola Basyang #311,fil
海辺のカフカ #1163,ja
Supernova #758,id
소년이 온다 #362,ko
완득이 #739,ko
Sa Mga Kuko ng Liwanag,fil
우리들의 행복한 시간 #100,ko
서울 1964년 겨울 #235,ko
The Gate #546,km
水浒传 #668,zh
ศรีบูรพา #809,th
Atheis #448,id
ABNKKBSNPLAko?! #412,fil
In the Shadow of the Banyan #244,km
광장 #1153,ko
坊っちゃん #247,ja
Banaag at Sikat #984,fil
A Cambodian Prison Portrait #715,km
Noli Me Tangere #761,fil
Ang Paboritong Libro ni Hudas #550,fil
平凡的世界 #1144,zh
Laskar Pelangi #374,id
Siti Nurbaya #106,id
คนละฟากฟ้า #173,th
서울 1964년 겨울 #875,ko
The Stones Cry Out #1050,km
Hang Jebat Menderhaka #637,ms
살인자의 기억법 #497,ko
Siti Nurbaya #1226,id
Anak Semua Bangsa #902,id
Sejarah Melayu #482,ms
吾輩は猫である #348,ja
Banaag at Sikat #164,fil
Penawar Bagi Hati #538,ms
한강 #304,ko
ノルウェイの森 #561,ja
Ayah #1056,id
7년의 밤 #858,ko
Voices from S-21 #1054,km
Jejak Langkah (2002),id
Cambodia's Curse #773,km
Sejarah Melayu #162,ms
จดหมายจากหมาเบื่อ #241,th
坊っちゃん: Volume 2,ja
山月記 #1239,ja
こころ #1146,ja
Bumi Manusia #401,id
The Death of Vishnu #356,km
In the Shadow of the Banyan #824,km
痴人の愛 #1195,ja
三体 #541,zh
รักไม่มีสิทธิ์ #599,th
ฟ้าใหม่ - Part 10,th
Mga Ibong Mandaragit #87,fil
7년의 밤 #378,ko
จดหมายจากหมาเบื่อ #261,th
白鹿原 #645,zh
Bumi Manusia #481,id
Supernova #978,id
Siti Nurbaya #1086,id
羊をめぐる冒険 #785,ja
Perburuan #445,id
When Broken Glass Floats #107,km
活着: Volume 2,zh
羊をめぐる冒険 #1005,ja
"Stay Alive, My Son #1185",km
The Stones Cry Out #90,km
Perburuan #205,id
ด้วยรักและผูกพัน #802,th
Children of Cambodia's Killing Fields #789,km
채식주의자 #401,ko
Dekada '70 #726,fil
ชาติหน้าขอให้พบกัน #231,th
May Day Eve #800,fil
Footnote to Youth #158,fil
Supernova #918,id
คนละฟากฟ้า #613,th
Cantik Itu Luka #951,id
우리들의 행복한 시간 #940,ko
Dead Stars #1177,fil
Gapo #1134,fil
Negeri 5 Menara #139,id
คนละฟากฟ้า #1013,th
Mat Jenin #1214,ms
มัจจุราชเริงรำ #398,th
The Stones Cry Out #110,km
Banaag at Sikat #284,fil
Menara #419,ms
Leftenan Adnan #336,ms
秋 #339,zh
春 #1038,zh
舞姫 #780,ja
서울 1964년 겨울 #395,ko
Hang Jebat Menderhaka #457,ms
ขุนช้างขุนแผน #1246,th
상록수 #230,ko
Sulalat al-Salatin #843,ms
三体 #1161,zh
Pulang #413,id
Siti Nurbaya #506,id
舞姫 #240,ja
Lelaki Harimau #532,id
Golden Bones #399,km
Banaag at Sikat #844,fil
Luha ng Buwaya #925,fil
破戒 #471,ja
Footnote to Youth #298,fil
Sa Mga Kuko ng Liwanag - Part 3,fil
三国演义: Volume 4,zh
Rumah Kaca #1104,id
仮面の告白 #293,ja
7년의 밤 #318,ko
三体 #261,zh
红楼梦 - Part 6,zh
Children of Cambodia's Killing Fields #1189,km
白鹿原 #625,zh
Menara #559,ms
Mat Jenin #1114,ms
Lelaki Harimau #552,id
Lelaki Harimau #812,id
우리들의 행복한 시간 #620,ko
Children of Cambodia's Killing Fields #229,km
เลือดมังกร #332,th
Mga Kuwento ni Lola Basyang #1171,fil
How My Brother Leon Brought Home a Wife #439,fil
Golden Bones #779,km
Rice and Baguette #520,km
Dekada '70 #386,fil
สี่แผ่นดิน #905,th
เลือดมังกร #572,th
เสือคำราม #936,th
흰 #885,ko
Mga Ibong Mandaragit #1207,fil
When Broken Glass Floats #1027,km
Little Princes: Volume 3,km
金閣寺 #772,ja
Kekasih Electra #253,ms
무진기행 #354,ko
The Gate #986,km
พระอภัยมณี #647,th
살인자의 기억법 #217,ko
토지: Volume 1,ko
완득이 #899,ko
Rice and Baguette #940,km
ノルウェイの森 #821,ja
เลือดมังกร #712,th
กุหลาบป่า #550,th
작별인사 #463,ko
雷雨 #540,zh
Laskar Pelangi #714,id
Florante at Laura #443,fil
人間失格 #276,ja
雪国 #469,ja
破戒 #591,ja
三国演义 #129,zh
May Day Eve #1140,fil
斜陽 #697,ja
Ronggeng Dukuh Paruk #790,id
Never Fall Down - Part 3,km
작별인사 #83,ko
The Gate #586,km
The Gate #1006,km
Dekada '70 #606,fil
三体 (2000),zh
Padre Faura Witness the Execution of Rizal #756,fil
The Gate #206,km
Cambodia's Curse #513,km
Gadis Jolobu,ms
"Stay Alive, My Son #265",km
Footnote to Youth #558,fil
呐喊 #1152,zh
The Lost Executioner #862,km
金瓶梅 #1010,zh
Pulang #533,id
May Day Eve: Volume 5,fil
Ilustrado #208,fil
Dead Stars #897,fil
The Stones Cry Out #250,km
山月記 #1159,ja
คนละฟากฟ้า #893,th
Rumah Kaca #844,id
痴人の愛 #635,ja
Mga Ibong Mandaragit #187,fil
อิเหนา #88,th
Gapo #774,fil
子夜 #1196,zh
坊っちゃん #887,ja
작별인사 #503,ko
風の歌を聴け #1104,ja
Sejarah Melayu #642,ms
Siti Nurbaya #166,id
金閣寺 #1212,ja
The Gate #966,km
斜陽 #117,ja
海辺のカフカ #243,ja
The Gate #366,km
무정 #1029,ko
คนละฟากฟ้า #673,th
채식주의자 #201,ko
Interlok #527,ms
Never Fall Down #223,km
Never Fall Down #1083,km
소년이 온다 #642,ko
坊っちゃん #727,ja
三体 #201,zh
Hikayat Hang Tuah #1061,ms
흰 #845,ko
The Rosales Saga #1095,fil
ข้าหลวง #994,th
ABNKKBSNPLAko?! #272,fil
Cambodia's Curse #153,km
Atheis #488,id
Atheis #928,id
Anak Mat Lela Gila #1169,ms
"Stay Alive, My Son #1165",km
서울 1964년 겨울 #455,ko
First They Killed My Father #521,km
ลูกอีสาน #284,th
Leftenan Adnan #856,ms
กุหลาบป่า #910,th
Dead Stars #697,fil
Sulalat al-Salatin #1223,ms
Leftenan Adnan #536,ms
Hujan (2019),id
Rumah Kaca #304,id
Hikayat Hang Tuah #941,ms
무진기행 #554,ko
Siti Nurbaya #466,id
Gadis Jolobu #200,ms
Siti Nurbaya #826,id
When Broken Glass Floats #127,km
Belenggu #189,id
破戒 #251,ja
Rumah Kaca #524,id
Hang Jebat Menderhaka #257,ms
무정 #1089,ko
細雪 #754,ja
Lagenda Budak Setan #1195,ms
ศรีบูรพา #1109,th
围城 #263,zh
痴人の愛 #715,ja
Salina #406,ms
Ayah #896,id
Bidasari #711,ms
Luha ng Buwaya #865,fil
ฟ้าใหม่ #120,th
朝花夕拾 #1071,zh
Laskar Pelangi #314,id
活着 #982,zh
Bumi Manusia: Volume 1,id
Hang Jebat Menderhaka #917,ms
The Lost Executioner #902,km
Menara #339,ms
Tenggelamnya Kapal Van Der Wijck #224,ms
채식주의자 #1241,ko
羊をめぐる冒険 #905,ja
살인자의 기억법 #197,ko
Rumah Kaca #84,id
Dekada '70 #1206,fil
Mga Ibong Mandaragit #907,fil
Ronggeng Dukuh Paruk #110,id
First They Killed My Father #701,km
태백산맥 #108,ko
The Death of Vishnu #856,km
엄마를 부탁해 #696,ko
こころ #426,ja
สุภาพบุรุษจุฑาเทพ #957,th
คนละฟากฟ้า #413,th
Footnote to Youth #778,fil
May Day Eve #1100,fil
First They Killed My Father #221,km
Smaller and Smaller Circles #649,fil
서울 1964년 겨울 (2014),ko
Siti Nurbaya #1005,ms
อิเหนา #1108,th
완득이 #659,ko
西游记 #107,zh
雷雨 #1200,zh
สี่แผ่นดิน #865,th
Mat Jenin #394,ms
คนละฟากฟ้า #293,th
May Day Eve #160,fil
คำพิพากษา #1083,th
Leftenan Adnan #876,ms
伊豆の踊子 #250,ja
Hang Jebat Menderhaka #117,ms
走れメロス #938,ja
Lagenda Budak Setan #835,ms
ด้วยรักและผูกพัน #1242,th
완득이 #159,ko
三国演义 #389,zh
Ang Paboritong Libro ni Hudas #170,fil
The Stones Cry Out #390,km
Negeri 5 Menara #679,id
Rumah Kaca #884,id
Ang Paboritong Libro ni Hudas #950,fil
Jejak Langkah #1083,id
Salina #466,ms
羊をめぐる冒険 #485,ja
Ang Paboritong Libro ni Hudas #1030,fil
Salina #486,ms
Merpati Putih Terbang Lagi #532,ms
광장 #1093,ko
風の歌を聴け #844,ja
The Stones Cry Out #270,km
Sa Mga Kuko ng Liwanag #353,fil
彷徨 #1233,zh
Cantik Itu Luka #891,id
破戒 #651,ja
羊をめぐる冒険 #1065,ja
Bumi Manusia #801,id
พระอภัยมณี #327,th
春 #478,zh
무진기행 #1214,ko
ด้วยรักและผูกพัน #1182,th
The Rosales Saga #1215,fil
こころ #746,ja
Footnote to Youth #918,fil
Anak Semua Bangsa #742,id
Pulang (2012),id
Sulalat al-Salatin #483,ms
Anak Mat Lela Gila #669,ms
우리들의 행복한 시간 #600,ko
Anak Mat Lela Gila #769,ms
Bidasari #271,ms
소년이 온다 #1022,ko
7년의 밤 #738,ko
Perburuan #485,id
呐喊 #1092,zh
Merpati Putih Terbang Lagi #212,ms
In the Shadow of the Banyan - Part 4,km
人間失格 #936,ja
ลูกอีสาน #804,th
In the Shadow of the Banyan #1004,km
Siti Nurbaya #1185,ms
In the Shadow of the Banyan #164,km
Mga Ibong Mandaragit #507,fil
ศรีบูรพา #889,th
坊っちゃん #147,ja
雷雨 #860,zh
우리들의 행복한 시간 #380,ko
ด้วยรักและผูกพัน #242,th
สุภาพบุรุษจุฑาเทพ #617,th
Pulang #1233,id
Children of Cambodia's Killing Fields #529,km
Mga Kuwento ni Lola Basyang #1231,fil
活着 #482,zh
무정 #369,ko
Merpati Putih Terbang Lagi #1152,ms
무진기행 #1074,ko
El Filibusterismo #1022,fil
Bumi Manusia #741,id
สุภาพบุรุษจุฑาเทพ #857,th
金瓶梅 #1250,zh
Sa Mga Kuko ng Liwanag #493,fil
家 #977,zh
红楼梦 #466,zh
7년의 밤 #1098,ko
무정,ko
Banaag at Sikat #644,fil
우리들의 행복한 시간 #960,ko
ด้วยรักและผูกพัน #1162,th
아리랑 #767,ko
Mat Jenin #314,ms
雷雨 #840,zh
광장 #1113,ko
Sa Mga Kuko ng Liwanag #93,fil
Ang Paboritong Libro ni Hudas #530,fil
완득이 #119,ko
平凡的世界 #684,zh
Salina #986,ms
Sang Pemimpi #1055,id
Supernova #1098,id
Rice and Baguette #600,km
광장: Volume 3,ko
Kekasih Electra #273,ms
風の歌を聴け #524,ja
Lucky Child #1051,km
The Gate #506,km
Salina #1006,ms
Gadis Jolobu #920,ms
토지 #906,ko
羊をめぐる冒険 #605,ja
In the Shadow of the Banyan #764,km
Ayah #636,id
To Destroy You Is No Loss #1208,km
Tenggelamnya Kapal Van Der Wijck #324,ms
Sa Mga Kuko ng Liwanag #453,fil
雪国 #729,ja
7년의 밤 #358,ko
痴人の愛 #655,ja
彷徨 #673,zh
彷徨 #113,zh
The Gate #386,km
こころ #446,ja
平凡的世界 #844,zh
風の歌を聴け #644,ja
红楼梦 #1166,zh
Ronggeng Dukuh Paruk #1150,id
狂人日记 #674,zh
红楼梦 #1246,zh
Hang Jebat Menderhaka #197,ms
Sa Mga Kuko ng Liwanag #113,fil
伊豆の踊子 #530,ja
金瓶梅 #1170,zh
白鹿原 #205,zh
風の歌を聴け #824,ja
Salina #1206,ms
완득이 #759,ko
舞姫 #440,ja
Gadis Jolobu #280,ms
กุหลาบป่า #990,th
아리랑 #1107,ko
Hang Jebat Menderhaka #837,ms
金閣寺,ja
坊っちゃん #187,ja
Penawar Bagi Hati #1038,ms
A Cambodian Prison Portrait #1095,km
Ranjau Sepanjang Jalan #648,ms
ขุนช้างขุนแผน #226,th
Sa Mga Kuko ng Liwanag #513,fil
Laskar Pelangi #414,id
朝花夕拾 #971,zh
The Rosales Saga #495,fil
羊をめぐる冒険 #85,ja
Noli Me Tangere #581,fil
สุภาพบุรุษจุฑาเทพ #377,th
한강 #644,ko
秋 #399,zh
仮面の告白 #893,ja
Penawar Bagi Hati #498,ms
仮面の告白 #613,ja
난장이가 쏘아올린 작은 공 #292,ko
Cinta di Dalam Gelas #1077,id
난장이가 쏘아올린 작은 공 #852,ko
